District,Total_Area_2024_km2,Trees_2024_km2,Trees_2024_pct,Flooded_Veg_2024_km2,Flooded_Veg_2024_pct,Crops_2024_km2,Crops_2024_pct,Built_Area_2024_km2,Built_Area_2024_pct,Bare_Ground_2024_km2,Bare_Ground_2024_pct,Water_2024_km2,Water_2024_pct
Jalna,7702.4629,1.8906,0.024545395733097265,0.0183,0.0002375863439731725,7237.922100000001,93.96893167768455,267.96320000000003,3.478928798215958,0.5351,0.006947128560658176,194.1336,2.5204094134617643
Kolhapur,7472.1732,1620.2691,21.684040996265985,0.0207,0.0002770278397722365,3818.4807,51.10267920449167,557.8751,7.466035450034804,8.0324,0.10749750822157066,1467.4952,19.639469813146192
Latur,6653.0659000000005,1.2750000000000001,0.019164096961672962,0.4535,0.006816406252642108,6236.4858,93.73852436964437,265.5469,3.99134630546798,0.019100000000000002,0.0002870856878180028,149.28560000000002,2.24386173598551
Mumbai,65.8062,1.8928,2.876324723202373,0.47200000000000003,0.7172576444164835,0.2396,0.3640994313605709,61.993300000000005,94.20586510085676,0.0887,0.13478973105877562,1.1198000000000001,1.7016633691050387
Mumbai Suburban,384.1526,107.59270000000001,28.0078021078082,8.814400000000001,2.294504840003686,11.4336,2.976317223936529,226.38230000000001,58.93030530054983,0.4123,0.10732714030830456,29.517300000000002,7.683743387393448
Nagpur,9628.488800000001,1397.7361,14.51667160894449,24.5742,0.255223851950682,6180.4267,64.18895870762191,618.3183,6.42175852144108,5.529100000000001,0.057424380033552096,1401.9044000000001,14.559962930008288
Nanded,10340.0995,137.1285,1.3261816291032789,0.3942,0.0038123424247513285,7594.743600000001,73.44942473716041,333.3852,3.2241972139629795,0.1726,0.0016692295852665635,2274.2754,21.994714847763312
Nandurbar,5768.911700000001,49.2072,0.8529719738993404,0.014,0.00024268008816983626,3762.0263,65.21206244151735,172.5328,2.9907339368706234,0.161,0.002790821013953117,1784.9704000000002,30.941198146610567
Nashik,15234.820600000001,233.1157,1.5301506077465725,0.7768,0.0050988457323875545,9989.773500000001,65.57197988928074,1215.8904,7.980995851044022,1.201,0.007883256597061603,3794.0632,24.903891549599212
Osmanabad,7479.5465,0.5878,0.007858765233961711,1.1706,0.01565068149519493,7037.421200000001,94.08887557554458,221.0389,2.955244679607246,0.009300000000000001,0.00012433908927499815,219.3187,2.932245959029735
Parbhani,6224.1211,2.5942000000000003,0.04167978029861919,0.0049,7.8725974660101e-05,5702.0136,91.61154656839823,179.05630000000002,2.876812599292131,0.1353,0.002173800892145238,340.3168,5.467708525144217
Pune,15106.303,975.1025000000001,6.454938048045243,0.2013,0.0013325563508159476,8326.0347,55.11629615796797,2110.4827,13.970874938759007,2.3955,0.015857619167310495,3692.0863000000004,24.440700679709654
Raigarh,6712.1106,2039.2692000000002,30.38193679347298,47.0722,0.7013025083347108,821.2760000000001,12.235734017851255,556.7319,8.294438712020032,2.0020000000000002,0.02982668372598032,3245.7593,48.35676128459504
Ratnagiri,8094.712600000001,3735.165,46.143268878996395,4.1238,0.05094436583208649,118.91380000000001,1.4690305372917132,400.2445,4.9445177337117565,0.1486,0.0018357662259682946,3836.1169,47.39040271794208
Sangli,8443.268,115.0177,1.362241492275266,0.0026000000000000003,3.0793763741717074e-05,6939.4187,82.18877690486669,502.14050000000003,5.9472292008260315,1.0159,0.01203207099431168,885.6726,10.489689537273957
Satara,10261.9923,811.5984000000001,7.908780052388073,0.2291,0.0022325099581296704,5794.346100000001,56.46414390702671,726.8785,7.083210343083185,1.9881000000000002,0.01937343102469488,2926.9521,28.522259756519208
Sindhudurg,4965.1156,2915.6901000000003,58.723508874596995,3.2899000000000003,0.06626029009274224,187.4995,3.7763370504404774,162.1979,3.266749720791999,0.5453,0.0109826244528929,1695.8929,34.15616143962489
Solapur,14680.9572,1.5105000000000002,0.01028883865964816,1.202,0.00818747703998483,13629.000600000001,92.83455032482487,619.9151,4.222579574034859,0.1887,0.0012853385336482012,429.1403,2.9231084469069906
Thane,9074.232600000001,1785.7240000000002,19.679063549682425,20.8566,0.2298442294723633,2108.5081,23.23621393615147,955.7996,10.533117698569905,2.5393000000000003,0.027983633569190196,4200.805,46.293776952554644
Wardha,6189.7983,157.1605,2.5390245753242073,4.6685,0.07542248993800008,4804.5184,77.61995087949796,185.2681,2.9931201473883244,0.1194,0.0019289804645169133,1038.0634,16.770552927386987
Washim,5121.6602,14.059600000000001,0.2745125496611431,0.0046,8.98146269055491e-05,4498.9294,87.84123163813172,131.77450000000002,2.572886424601148,0.2136,0.0041705226754402795,476.67850000000004,9.30710905030365
Yavatmal,13256.6252,468.15970000000004,3.5315149439391256,5.5792,0.04208612611300197,8766.2179,66.1270705609147,299.3183,2.2578770651221247,2.3954,0.018069455565508482,3714.9547000000002,28.023381848345537
